message,commit_type
Stop reporting errors on mutations of primitives (and associated false positives),Other
Fix invariant on mutable context values,Bug Fix
[HIR] Detect more cases of invalid block nesting,Other
[hir] Re-implement mergeOverlappingReactiveScopes (+ bugfix),Bug Fix
[hir][patch] Fix small bug in duplicate scope merging logic,Bug Fix
Add descriptions of new methods to the react-reconciler readme (#28750),Feature
warn -> error for Test Renderer deprecation (#28904),Other
[react-dom] move all client code to `react-dom/client` (#28271),Other
"Unrevert ""Support writing to this.refs from userspace"" (#28879)",Other
Create short link for jsx warning (#28899),Other
eslint-plugin-react-hooks: Add support for ESLint v9 (#28773),Feature
[HIR] Followup to pruneUnusedLabelsHIR (#2866),Other
Add detection of dynamic hooks,Feature
Make DropManualMemoization error message more accurate,Other
[be] Rename NextIterableOf -> AdvanceIterator,Other
More precisely model for..of semantics with separate init/test blocks,Other
Add GetIterator instruction,Feature
Repro for for..of scoping bug,Bug Fix
Remove automatic fetch `cache` instrumentation (#28896),Other
Add ref callback test for cleanup fn vs null call (#28895),Feature
[healthcheck] Rename package to healthcheck,Other
[healthcheck] Only count actionable failures,Other
[healthcheck] Compile sources,Other
[hir] Remove hermes parser,Other
[healthcheck] Read files from globbed path,Other
[healthcheck] Read glob of src path,Other
[healthcheck] Init tsconfig,Other
[healthcheck] New package for checking violations,Other
[HIR] Assert program blocks and scopes are properly nested,Other
[HIR] Naive implementation of pruneUnusedLabels in HIR,Other
[HIR] Nonnullable block fallthroughs,Other
[HIR] Add new unreachable terminal,Feature
[be] Stabilize block ids,Other
[repro] bug repro,Bug Fix
Cleanup `replayFailedUnitOfWorkWithInvokeGuardedCallback`and `enableProfilerNestedUpdateScheduledHook` (#28891),Other
[Fiber/Fizz] Support AsyncIterable as Children and AsyncGenerator Client Components (#28868),Other
Rename the react.element symbol to react.transitional.element (#28813),Other
[dx] Improve error message from InferReferenceEffects,Other
InferReferenceEffects defers function effects until used,Other
Remove warning for ref cleanup function (#28883),Other
[Flight] Support (Async) Generator ServerComponent (#28849),Other
[Flight / Flight Reply] Encode Iterator separately from Iterable (#28854),Other
Warn for Child Iterator of all types but allow Generator Components (#28853),Other
InferReferenceEffects s/reference/referenceAndRecordEffects/,Other
Don't minify symbols in production builds (#28881),Other
InferReferenceEffects propagates context effects with precise locations,Other
Add ContextMutation variant of FunctionEffect,Feature
Extend ValueReason w context identifiers,Other
[Experiment] Reuse memo cache after interruption (#28878),Other
Fix gating mode hoisting check to skip type references,Bug Fix
Repro for false positive gating mode hoisting check,Other
Build react-reconciler for FB builds (#28880),Other
"Run Closure on non-minified prod builds, too (#28827)",Other
"Revert ""Support writing to this.refs from userspace"" (#28877)",Other
Remove `renderToStaticNodeStream` (#28873),Other
Deprecate `renderToStaticNodeStream` (#28872),Other
[Fizz] escape <script> textContent similar to bootstrapScript (#28871),Other
[Fizz] escape <style> textContent as css (#28870),Other
Add missing bundle types for ReactCacheOld (#28860),Feature
[Devtools] Rename Forget badge  (#28858),Other
Move global reassignment validation to InferReferenceEffects,Other
Remove ReactFlightFB bundles (#28864),Other
Add StoreGlobal instruction,Feature
Write Diff Train import branch to this repo (#28869),Other
[dx] Update capitalized call error messages,Other
Support writing to this.refs from userspace (#28867),Other
[dx] Improve error messages for unpreserved memoization,Other
Add early return to diffProperties (#28842),Feature
[dx] Consistently use backticks for quoting input in error messages,Other
[dx] Update NoRefAccessInRender error messages,Other
[dx] Update error messages for manual memo validation,Other
delete useless eslint-disable-next-line (#28859),Other
[dx] Update error message for reassigning globals,Other
"Revert ""convert circleci workflow devtools_regression_tests to github actions"" (#28865)",Other
convert circleci workflow devtools_regression_tests to github actions (#27800),Other
[dx] Update suppression error messages,Other
[dx] Improve BuildHIR error messages,Other
[dx] Update error messages for config parsing,Other
Update ReactNativeTypes for root options (part 2) (#28857),Other
[UMD] Remove umd builds (#28735),Other
Complete the typo fix (#28856),Bug Fix
"console test utils fix: match entire string, not just first letter (#28855)",Bug Fix
Test top level fragment inside lazy semantics (#28852),Other
Promote ASYNC_ITERATOR symbol to React Symbols (#28851),Other
Add ReactNativeTypes for root options (#28850),Feature
[Flight] Encode ReadableStream and AsyncIterables (#28847),Other
Move enableUseDeferredValueInitialArg to canary (#28818),Other
Enable flag disableClientCache (#28846),Other
[babel] Add a sources option,Feature
[.gitignore] Add bundle script,Feature
Devtools: Add support for useFormStatus (#28413),Feature
Ensure sizebot doesn't swallow large diffs (#28845),Other
[Flight Reply] Encode Typed Arrays and Blobs (#28819),Other
Delete AUTHORS.md (#28844),Other
Add on(Caught|Uncaught|Recoverable) opts to RN (#28836),Feature
Flush direct streams in Bun (#28837),Other
[codegen] Don't drop directives in simple arrow fn,Other
React DevTools 5.0.2 -> 5.1.0 (#28840),Other
[Devtools] Look for a ReactMemoCacheSentinel on state (#28831),Other
Use use() in the Cache if available (#28793),Other
Remove redundant props assign (#28829),Other
"Fix mistaken ""react-server"" condition (#28835)",Bug Fix
Remove `flight-browser` fixture  (#28828),Bug Fix
feat[devtools-fusebox]: support theme option (#28832),Other
[polyfill] Add sentinel to array,Feature
feat[devtools]: add package for fusebox integration (#28553),Feature
feat[devtools]: add method for connecting backend with custom messaging protocol (#28552),Feature
[Fizz] hoistables should never flush before the preamble (#28802),Other
DevTools: Rely on sourcemaps to compute hook name of built-in hooks in newer versions (#28593),Other
Backwards compatibility for string refs on WWW (#28826),Other
Fix nightly release job for real (#28825),Bug Fix
Fix nightly release job (#28824),Bug Fix
[tests] add `assertConsole<method>Dev` helpers (#28732),Feature
ReactDOM.requestFormReset  (#28809),Other
Scaffolding for requestFormReset API (#28808),Other
Automatically reset forms after action finishes (#28804),Other
[Float] Don't preload images inside `<noscript>` (#28815),Other
[playground] Editing input shouldn't toggle diff view,Other
Fix usage of renamed React internals,Bug Fix
Fix playground e2e test for real,Bug Fix
Make string values for config case-insensitive,Other
Fix playground e2e test,Bug Fix
Add aria-label to playground tabs,Feature
Small style tweaks to playground vertical tabs,Other
Add aria-label to playground header buttons,Feature
Add link to GitHub repo in playground header,Feature
Remove playground wipe button,Other
"Rename references to ""forget"" in playground",Other
Show alert when url copied,Other
Use lz-string for playground state uri param,Other
[tests] Assert scheduler log empty in internalAct (#28737),Other
[tests] add assertLog for legacy mode tests (#28814),Feature
Removes the react-interactions project which is unused (#28799),Other
Remove Scheduler.log from ReactSuspenseFuzz-test (#28812),Other
Hardcode disableIEWorkarounds for www (#28811),Other
[tests] assertLog before act in useEffectEvent (#28763),Other
[tests] assertLog before act in ReactUse (#28762),Other
[tests] assertLog before act in ReactErrorBoundaries (#28761),Other
[tests] assertLog before act in ReactUpdates (#28760),Other
[tests] assertLog before act in ReactDOMServerSelectiveHydration (#28759),Other
[tests] assertLog before act in ReactCompositeComponentState (#28758),Other
[tests] Fix assertions not flushed before act (#28745),Bug Fix
Warn if outdated JSX transform is detected (#28781),Other
Fix: Suspend while recovering from hydration error (#28800),Bug Fix
Attempt to fix diff syncing for Meta (#28801),Bug Fix
Fix cloneElement using string ref w no owner (#28797),Bug Fix
[Fizz] Stop publishing external-runtime to stable channel (#28796),Other
[Tests][Fizz] Test script runtime even when external runtime is available (#28794),Other
[DOM] Infer react-server entries bundles if not explicitly configured (#28795),Other
Rename SECRET INTERNALS to `__CLIENT_INTERNALS_DO_NOT_USE_OR_WARN_USERS_THEY_CANNOT_UPGRADE` (#28789),Other
CI: Run with Node.js 18.20 (#28774),Other
Run stale job hourly (#28769),Other
Soften useFormState warning (#28788),Other
Rename The Secret Export of Server Internals (#28786),Other
HIR terminal for representing reactive scopes,Other
Cleanup range printing,Other
HIR-based MergeOverlappingScopes,Other
Flatten ReactSharedInternals (#28783),Other
[DOM] Fix package.json files for #28784 (#28785),Bug Fix
[DOM] disallow client entrypoints with react-server condition (#28784),Other
[Float] treat `props.async` in Float consistent with the rest of react-dom (#26760),Other
"Add support for transition{run,start,cancel} events (#27345)",Feature
[Fiber] Use real event priority for hydration scheduling (#28765),Other
[DOM] Shrink ReactDOMCurrentDispatcher method names (#28770),Other
HIR-based AlignReactiveScopesToBlockScopes,Other
[DOM] Shrink ReactDOMSharedInternals source representation (#28771),Other
[Flight] Allow lazily resolving outlined models (#28780),Other
[TestUtils] Build limited test-utils (#28782),Other
feat[devtools]: ship source maps for content scripts and ignore list installHook script (#28730),Other
[DOM] move `flushSync` out of the reconciler (#28500),Other
[Fiber] Move updatePriority tracking to renderers (#28751),Other
Fix missing playground snapshot,Bug Fix
jsx: Remove unnecessary hasOwnProperty check (#28775),Other
Add Promise as a child test to Flight fixture (#28778),Bug Fix
[ez] Fix comments to be star blocks,Bug Fix
Update ValidatePreservedManualMemoization severity to CannotPreserveMemoization,Other
Add new ErrorSeverity.CannotPreserveMemoization,Feature
docs: fix typo in fixtures/nesting/README.md (#27507),Bug Fix
[Flight] Support FormData from Server to Client (#28754),Other
Fast JSX: Don't clone props object (#28768),Other
Make class prop resolution faster (#28766),Other
[Flight] Support Blobs from Server to Client (#28755),Other
Track Owner for Server Components in DEV (#28753),Other
Move string ref coercion to JSX runtime (#28473),Other
First attempt at making the linter work with advanced TypeScript syntax,Other
Remove _owner field from JSX elements in prod if string refs are disabled (#28739),Other
Remove defaultProps support (except for classes)  (#28733),Other
Enable stale action (#28729),Other
"Use a Wrapper Error for onRecoverableError with a ""cause"" Field for the real Error (#28736)",Other
Emit Server Error Prefix in the .stack Property Too (#28738),Bug Fix
Add playground e2e to ci,Feature
Add basic playwright e2e test to playground,Feature
Dogfood uMC polyfill in playground,Other
Move console mocks to internal-test-utils (#28710),Other
Cleanup enableUseRefAccessWarning flag (#28699),Other
"Classes consume ref prop during SSR, too (#28731)",Other
Update copyrights to reference Meta instead of Facebook,Other
Cleanup enableBigIntSupport flag (#28711),Other
Remove @providesModule remnants (#28720),Other
[FB] use modern entrypoint in tests (#28724),Other
Commit message script captures non-ghstack messages,Other
Remove reactive_ir crate,Other
Enable feature flags for v19 (#28647),Feature
"Fix: Class components should ""consume"" ref prop (#28719)",Bug Fix
Move ReactDOMLegacy implementation into RootFB (#28656),Other
Use the disableLegacyMode where ever we check the ConcurrentMode mode (#28657),Other
